,respondent_id,gender,zone,occupation,income_levels,consume_frequency(weekly),current_brand,preferable_consumption_size,awareness_of_other_brands,reasons_for_choosing_brands,flavor_preference,purchase_channel,packaging_preference,health_concerns,typical_consumption_situations,price_range,age_group,cf_ab_score,zas_score,bsi
18759,R18754,M,Rural,Working Professional,26L - 35L,3-4 times,Established,Small (250 ml),2 to 4,Quality,Traditional,Retail Store,Simple,Low (Not very concerned),"Active (eg. Sports, gym)",150-200,26-35,2.0,2.5,0
18760,R18755,F,Urban,Working Professional,10L - 15L,5-7 times,Newcomer,Medium (500 ml),0 to 1,Price,Traditional,Online,Premium,Low (Not very concerned),"Active (eg. Sports, gym)",150-200,26-35,2.0,2.5,1
18761,R18756,M,Metro,Entrepreneur,10L - 15L,0-2 times,Established,Medium (500 ml),above 4,Availability,Traditional,Online,Simple,High (Very health-conscious),Social (eg. Parties),150-200,18-25,2.0,3.0,0
18762,R18757,M,Rural,Working Professional,16L - 25L,3-4 times,Established,Medium (500 ml),0 to 1,Quality,Traditional,Retail Store,Simple,High (Very health-conscious),Casual (eg. At home),200-250,46-55,1.5,2.0,0
18763,R18758,M,Urban,Student,None,0-2 times,Established,Medium (500 ml),above 4,Availability,Exotic,Retail Store,Simple,High (Very health-conscious),Casual (eg. At home),100-150,18-25,2.0,,0
18764,R18759,F,Urban,Working Professional,16L - 25L,5-7 times,Established,Large (1 L),2 to 4,Quality,Exotic,Online,Premium,High (Very health-conscious),Social (eg. Parties),200-250,26-35,2.5,3.0,0
18765,R18760,M,Metro,Working Professional,16L - 25L,5-7 times,Established,Medium (500 ml),2 to 4,Quality,Exotic,Retail Store,Premium,High (Very health-conscious),Casual (eg. At home),200-250,36-45,2.5,3.5,0
18766,R18761,M,Urban,Working Professional,<10L,5-7 times,Established,Medium (500 ml),0 to 1,Price,Exotic,Online,Simple,High (Very health-conscious),Casual (eg. At home),150-200,18-25,2.0,2.0,0
18767,R18762,F,Semi-Urban,Student,None,0-2 times,Established,Small (250 ml),0 to 1,Availability,Exotic,Retail Store,Premium,Low (Not very concerned),Casual (eg. At home),50-100,18-25,1.0,,0
18768,R18763,M,Urban,Student,None,3-4 times,Established,Medium (500 ml),0 to 1,Price,Traditional,Retail Store,Premium,Low (Not very concerned),"Active (eg. Sports, gym)",50-100,18-25,1.5,,0
18769,R18764,F,Semi-Urban,Student,None,3-4 times,Established,Small (250 ml),above 4,Availability,Exotic,Retail Store,Premium,Low (Not very concerned),Casual (eg. At home),50-100,18-25,2.5,,0
18770,R18765,F,Rural,Retired,<10L,0-2 times,Newcomer,Small (250 ml),2 to 4,Availability,Exotic,Retail Store,Eco-Friendly,High (Very health-conscious),Casual (eg. At home),100-150,56-70,1.5,1.0,0
18771,R18766,F,Metro,Working Professional,26L - 35L,3-4 times,Established,Large (1 L),2 to 4,Brand Reputation,Exotic,Online,Premium,Low (Not very concerned),Casual (eg. At home),200-250,36-45,2.0,4.0,0
18772,R18767,M,Metro,Working Professional,> 35L,5-7 times,Established,Large (1 L),above 4,Brand Reputation,Exotic,Online,Premium,Low (Not very concerned),"Active (eg. Sports, gym)",200-250,26-35,3.0,4.5,0
18773,R18768,F,Metro,Entrepreneur,16L - 25L,3-4 times,Established,Large (1 L),2 to 4,Brand Reputation,Exotic,Retail Store,Simple,High (Very health-conscious),"Active (eg. Sports, gym)",200-250,18-25,2.0,3.5,0
18774,R18769,M,Urban,Working Professional,16L - 25L,5-7 times,Newcomer,Large (1 L),2 to 4,Quality,Traditional,Online,Premium,Low (Not very concerned),"Active (eg. Sports, gym)",200-250,26-35,2.5,3.0,1
18775,R18770,M,Semi-Urban,Working Professional,16L - 25L,0-2 times,Established,Large (1 L),2 to 4,Brand Reputation,Exotic,Retail Store,Simple,Medium (Moderately health-conscious),Social (eg. Parties),100-150,36-45,1.5,2.5,0
18776,R18771,F,Urban,Student,None,5-7 times,Established,Small (250 ml),2 to 4,Price,Traditional,Online,Simple,Medium (Moderately health-conscious),"Active (eg. Sports, gym)",100-150,18-25,2.5,,0
18777,R18772,M,Metro,Entrepreneur,16L - 25L,3-4 times,Established,Medium (500 ml),0 to 1,Quality,Exotic,Retail Store,Premium,High (Very health-conscious),"Active (eg. Sports, gym)",200-250,46-55,1.5,3.5,0
18778,R18773,F,Semi-Urban,Working Professional,16L - 25L,0-2 times,Newcomer,Small (250 ml),0 to 1,Price,Exotic,Retail Store,Simple,Medium (Moderately health-conscious),"Active (eg. Sports, gym)",100-150,26-35,1.0,2.5,1
18779,R18774,M,Metro,Working Professional,26L - 35L,5-7 times,Newcomer,Medium (500 ml),2 to 4,Quality,Exotic,Online,Eco-Friendly,High (Very health-conscious),Social (eg. Parties),200-250,36-45,2.5,4.0,1
18780,R18775,M,Semi-Urban,Student,None,0-2 times,Established,Small (250 ml),above 4,Price,Exotic,Retail Store,Simple,High (Very health-conscious),Casual (eg. At home),100-150,18-25,2.0,,0
18781,R18776,F,Metro,Student,None,3-4 times,Established,Medium (500 ml),2 to 4,Availability,Exotic,Online,Simple,High (Very health-conscious),"Active (eg. Sports, gym)",150-200,18-25,2.0,,0
18782,R18777,F,Urban,Student,None,5-7 times,Established,Large (1 L),above 4,Price,Exotic,Online,Simple,High (Very health-conscious),Social (eg. Parties),150-200,18-25,3.0,,0
18783,R18778,F,Urban,Student,None,5-7 times,Established,Large (1 L),2 to 4,Availability,Exotic,Retail Store,Premium,Low (Not very concerned),"Active (eg. Sports, gym)",100-150,18-25,2.5,,0
18784,R18779,M,Urban,Student,None,5-7 times,Newcomer,Medium (500 ml),0 to 1,Price,Exotic,Online,Simple,High (Very health-conscious),"Active (eg. Sports, gym)",150-200,18-25,2.0,,1
18785,R18780,F,Urban,Student,None,5-7 times,Newcomer,Medium (500 ml),0 to 1,Price,Traditional,Retail Store,Simple,High (Very health-conscious),Casual (eg. At home),100-150,18-25,2.0,,1
18786,R18781,M,Urban,Student,None,3-4 times,Newcomer,Medium (500 ml),above 4,Availability,Traditional,Retail Store,Premium,Low (Not very concerned),"Active (eg. Sports, gym)",100-150,18-25,2.5,,0
18787,R18782,M,Semi-Urban,Student,None,5-7 times,Established,Small (250 ml),2 to 4,Availability,Traditional,Retail Store,Premium,High (Very health-conscious),"Active (eg. Sports, gym)",100-150,18-25,2.5,,0
18788,R18783,M,Metro,Student,None,5-7 times,Established,Large (1 L),0 to 1,Price,Exotic,Retail Store,Simple,High (Very health-conscious),Social (eg. Parties),100-150,18-25,2.0,,0
18789,R18784,M,Urban,Student,None,3-4 times,Established,Small (250 ml),0 to 1,Price,Exotic,Online,Eco-Friendly,High (Very health-conscious),Social (eg. Parties),100-150,18-25,1.5,,0
18790,R18785,M,Urban,Student,None,0-2 times,Established,Medium (500 ml),2 to 4,Price,Traditional,Online,Simple,Low (Not very concerned),Social (eg. Parties),50-100,18-25,1.5,,0
18791,R18786,M,Urban,Working Professional,> 35L,5-7 times,Established,Large (1 L),0 to 1,Quality,Traditional,Online,Premium,Low (Not very concerned),Casual (eg. At home),200-250,26-35,2.0,4.0,0
18792,R18787,M,Urban,Student,None,3-4 times,Established,Large (1 L),2 to 4,Price,Exotic,Online,Premium,Medium (Moderately health-conscious),"Active (eg. Sports, gym)",100-150,18-25,2.0,,0
18793,R18788,M,Semi-Urban,Working Professional,26L - 35L,5-7 times,Newcomer,Large (1 L),2 to 4,Price,Traditional,Retail Store,Premium,High (Very health-conscious),Social (eg. Parties),200-250,36-45,2.5,3.0,1
18794,R18789,M,Urban,Entrepreneur,<10L,5-7 times,Established,Medium (500 ml),0 to 1,Price,Traditional,Online,Simple,Low (Not very concerned),"Active (eg. Sports, gym)",100-150,18-25,2.0,2.0,0
18795,R18790,F,Metro,Entrepreneur,26L - 35L,5-7 times,Newcomer,Large (1 L),2 to 4,Quality,Traditional,Online,Premium,Medium (Moderately health-conscious),Casual (eg. At home),200-250,26-35,2.5,4.0,1
18796,R18791,M,Rural,Retired,<10L,0-2 times,Established,Small (250 ml),2 to 4,Price,Traditional,Online,Simple,High (Very health-conscious),Casual (eg. At home),100-150,56-70,1.5,1.0,0
18797,R18792,F,Urban,Student,None,0-2 times,Newcomer,Small (250 ml),0 to 1,Price,Exotic,Retail Store,Simple,Low (Not very concerned),Casual (eg. At home),50-100,18-25,1.0,,1
18798,R18793,M,Metro,Working Professional,16L - 25L,3-4 times,Established,Large (1 L),above 4,Brand Reputation,Traditional,Retail Store,Eco-Friendly,High (Very health-conscious),"Active (eg. Sports, gym)",200-250,26-35,2.5,3.5,0
18799,R18794,M,Urban,Student,None,3-4 times,Established,Medium (500 ml),0 to 1,Price,Traditional,Retail Store,Premium,Low (Not very concerned),Social (eg. Parties),50-100,18-25,1.5,,0
18800,R18795,F,Metro,Working Professional,> 35L,5-7 times,Newcomer,Large (1 L),2 to 4,Quality,Exotic,Retail Store,Premium,High (Very health-conscious),Social (eg. Parties),200-250,26-35,2.5,4.5,1
18801,R18796,F,Urban,Working Professional,10L - 15L,3-4 times,Newcomer,Medium (500 ml),above 4,Availability,Exotic,Retail Store,Simple,Medium (Moderately health-conscious),"Active (eg. Sports, gym)",150-200,36-45,2.5,2.5,0
18802,R18797,F,Semi-Urban,Working Professional,10L - 15L,3-4 times,Newcomer,Medium (500 ml),above 4,Price,Traditional,Retail Store,Premium,Medium (Moderately health-conscious),Social (eg. Parties),150-200,36-45,2.5,2.0,1
18803,R18798,M,Semi-Urban,Working Professional,16L - 25L,5-7 times,Newcomer,Large (1 L),0 to 1,Availability,Traditional,Online,Premium,Low (Not very concerned),"Active (eg. Sports, gym)",150-200,36-45,2.0,2.5,0
18804,R18799,M,Urban,Entrepreneur,10L - 15L,3-4 times,Established,Medium (500 ml),2 to 4,Price,Traditional,Online,Simple,Medium (Moderately health-conscious),Casual (eg. At home),150-200,26-35,2.0,2.5,0
18805,R18800,F,Semi-Urban,Working Professional,> 35L,3-4 times,Newcomer,Medium (500 ml),0 to 1,Price,Exotic,Retail Store,Simple,High (Very health-conscious),Social (eg. Parties),200-250,26-35,1.5,3.5,1
18806,R18801,F,Metro,Entrepreneur,16L - 25L,0-2 times,Newcomer,Medium (500 ml),0 to 1,Quality,Traditional,Retail Store,Eco-Friendly,Medium (Moderately health-conscious),Casual (eg. At home),150-200,26-35,1.0,3.5,1
18807,R18802,F,Urban,Working Professional,26L - 35L,3-4 times,Established,Medium (500 ml),2 to 4,Quality,Exotic,Online,Premium,Medium (Moderately health-conscious),Casual (eg. At home),200-250,46-55,2.0,3.5,0
18808,R18803,M,Metro,Working Professional,<10L,0-2 times,Newcomer,Small (250 ml),2 to 4,Price,Exotic,Online,Simple,High (Very health-conscious),Casual (eg. At home),150-200,36-45,1.5,2.5,1
18809,R18804,F,Urban,Student,None,0-2 times,Newcomer,Small (250 ml),0 to 1,Price,Exotic,Retail Store,Simple,Low (Not very concerned),"Active (eg. Sports, gym)",50-100,18-25,1.0,,1
18810,R18805,M,Urban,Working Professional,26L - 35L,0-2 times,Established,Medium (500 ml),2 to 4,Brand Reputation,Exotic,Online,Premium,Low (Not very concerned),Social (eg. Parties),200-250,26-35,1.5,3.5,0
18811,R18806,M,Semi-Urban,Student,None,0-2 times,Newcomer,Medium (500 ml),0 to 1,Availability,Traditional,Retail Store,Premium,Low (Not very concerned),"Active (eg. Sports, gym)",50-100,18-25,1.0,,0
18812,R18807,M,Rural,Working Professional,26L - 35L,0-2 times,Newcomer,Small (250 ml),0 to 1,Availability,Exotic,Retail Store,Simple,High (Very health-conscious),Casual (eg. At home),200-250,46-55,1.0,2.5,0
18813,R18808,M,Semi-Urban,Working Professional,16L - 25L,3-4 times,Newcomer,Medium (500 ml),0 to 1,Availability,Traditional,Retail Store,Simple,High (Very health-conscious),"Active (eg. Sports, gym)",150-200,36-45,1.5,2.5,0
18814,R18809,M,Urban,Entrepreneur,16L - 25L,3-4 times,Newcomer,Large (1 L),above 4,Quality,Exotic,Online,Premium,Medium (Moderately health-conscious),"Active (eg. Sports, gym)",200-250,36-45,2.5,3.0,1
18815,R18810,M,Urban,Student,None,0-2 times,Established,Small (250 ml),0 to 1,Price,Exotic,Retail Store,Eco-Friendly,Low (Not very concerned),"Active (eg. Sports, gym)",50-100,18-25,1.0,,0
18816,R18811,F,Metro,Working Professional,26L - 35L,5-7 times,Established,Medium (500 ml),0 to 1,Quality,Traditional,Online,Premium,High (Very health-conscious),"Active (eg. Sports, gym)",200-250,36-45,2.0,4.0,0
18817,R18812,M,Urban,Student,None,3-4 times,Newcomer,Medium (500 ml),2 to 4,Availability,Exotic,Online,Premium,Medium (Moderately health-conscious),"Active (eg. Sports, gym)",100-150,18-25,2.0,,0
18818,R18813,F,Metro,Working Professional,<10L,5-7 times,Established,Medium (500 ml),0 to 1,Availability,Traditional,Online,Simple,Low (Not very concerned),Social (eg. Parties),150-200,46-55,2.0,2.5,0
18819,R18814,M,Urban,Student,None,3-4 times,Established,Medium (500 ml),0 to 1,Availability,Traditional,Online,Simple,Low (Not very concerned),"Active (eg. Sports, gym)",50-100,18-25,1.5,,0
18820,R18815,M,Urban,Working Professional,16L - 25L,5-7 times,Established,Large (1 L),0 to 1,Brand Reputation,Traditional,Retail Store,Simple,Medium (Moderately health-conscious),"Active (eg. Sports, gym)",150-200,18-25,2.0,3.0,0
18821,R18816,M,Metro,Entrepreneur,26L - 35L,3-4 times,Established,Large (1 L),2 to 4,Brand Reputation,Traditional,Retail Store,Premium,High (Very health-conscious),"Active (eg. Sports, gym)",200-250,36-45,2.0,4.0,0
18822,R18817,M,Semi-Urban,Working Professional,<10L,5-7 times,Newcomer,Large (1 L),0 to 1,Price,Traditional,Online,Eco-Friendly,Medium (Moderately health-conscious),"Active (eg. Sports, gym)",100-150,18-25,2.0,1.5,1
18823,R18818,M,Metro,Working Professional,<10L,0-2 times,Newcomer,Small (250 ml),0 to 1,Price,Exotic,Online,Premium,Low (Not very concerned),"Active (eg. Sports, gym)",100-150,18-25,1.0,2.5,1
18824,R18819,M,Urban,Working Professional,26L - 35L,0-2 times,Established,Medium (500 ml),0 to 1,Quality,Traditional,Online,Premium,Low (Not very concerned),Casual (eg. At home),200-250,46-55,1.0,3.5,0
18825,R18820,M,Metro,Entrepreneur,26L - 35L,3-4 times,Newcomer,Small (250 ml),2 to 4,Quality,Exotic,Retail Store,Simple,Medium (Moderately health-conscious),"Active (eg. Sports, gym)",200-250,36-45,2.0,4.0,1
18826,R18821,M,Urban,Working Professional,16L - 25L,3-4 times,Established,Medium (500 ml),2 to 4,Brand Reputation,Traditional,Online,Premium,Medium (Moderately health-conscious),Social (eg. Parties),200-250,36-45,2.0,3.0,0
18827,R18822,M,Urban,Working Professional,26L - 35L,5-7 times,Established,Large (1 L),above 4,Quality,Exotic,Retail Store,Premium,High (Very health-conscious),"Active (eg. Sports, gym)",200-250,36-45,3.0,3.5,0
18828,R18823,M,Rural,Working Professional,<10L,3-4 times,Established,Medium (500 ml),0 to 1,Price,Traditional,Online,Premium,Low (Not very concerned),Casual (eg. At home),100-150,46-55,1.5,1.0,0
18829,R18824,F,Metro,Entrepreneur,26L - 35L,3-4 times,Newcomer,Large (1 L),2 to 4,Brand Reputation,Exotic,Retail Store,Premium,Medium (Moderately health-conscious),Social (eg. Parties),200-250,36-45,2.0,4.0,0
18830,R18825,M,Urban,Working Professional,<10L,3-4 times,Newcomer,Small (250 ml),0 to 1,Price,Exotic,Online,Eco-Friendly,Medium (Moderately health-conscious),"Active (eg. Sports, gym)",100-150,18-25,1.5,2.0,1
18831,R18826,F,Metro,Working Professional,16L - 25L,5-7 times,Newcomer,Medium (500 ml),above 4,Brand Reputation,Traditional,Retail Store,Premium,Medium (Moderately health-conscious),Casual (eg. At home),200-250,36-45,3.0,3.5,0
18832,R18827,F,Rural,Entrepreneur,> 35L,0-2 times,Newcomer,Small (250 ml),2 to 4,Price,Traditional,Retail Store,Simple,Low (Not very concerned),Casual (eg. At home),200-250,36-45,1.5,3.0,1
18833,R18828,M,Urban,Entrepreneur,10L - 15L,3-4 times,Established,Medium (500 ml),2 to 4,Price,Exotic,Online,Simple,Low (Not very concerned),"Active (eg. Sports, gym)",150-200,26-35,2.0,2.5,0
18834,R18829,M,Metro,Working Professional,26L - 35L,3-4 times,Newcomer,Medium (500 ml),2 to 4,Quality,Exotic,Online,Premium,Low (Not very concerned),"Active (eg. Sports, gym)",200-250,26-35,2.0,4.0,1
18835,R18830,M,Metro,Working Professional,<10L,3-4 times,Established,Small (250 ml),0 to 1,Availability,Exotic,Online,Premium,High (Very health-conscious),"Active (eg. Sports, gym)",150-200,36-45,1.5,2.5,0
18836,R18831,F,Metro,Student,None,5-7 times,Established,Medium (500 ml),0 to 1,Price,Traditional,Online,Eco-Friendly,Medium (Moderately health-conscious),Social (eg. Parties),100-150,18-25,2.0,,0
18837,R18832,F,Metro,Working Professional,<10L,3-4 times,Established,Medium (500 ml),0 to 1,Availability,Exotic,Retail Store,Simple,Medium (Moderately health-conscious),Social (eg. Parties),150-200,26-35,1.5,2.5,0
18838,R18833,M,Metro,Working Professional,<10L,5-7 times,Established,Large (1 L),2 to 4,Price,Traditional,Retail Store,Simple,High (Very health-conscious),"Active (eg. Sports, gym)",200-250,36-45,2.5,2.5,0
18839,R18834,F,Metro,Working Professional,26L - 35L,5-7 times,Newcomer,Large (1 L),0 to 1,Brand Reputation,Exotic,Online,Eco-Friendly,High (Very health-conscious),"Active (eg. Sports, gym)",200-250,26-35,2.0,4.0,0
18840,R18835,M,Metro,Student,None,3-4 times,Newcomer,Small (250 ml),0 to 1,Price,Exotic,Online,Premium,Medium (Moderately health-conscious),"Active (eg. Sports, gym)",50-100,18-25,1.5,,1
18841,R18836,F,Semi-Urban,Working Professional,<10L,5-7 times,Established,Large (1 L),0 to 1,Price,Traditional,Online,Simple,Medium (Moderately health-conscious),Casual (eg. At home),100-150,26-35,2.0,1.5,0
18842,R18837,F,Rural,Student,None,5-7 times,Established,Small (250 ml),2 to 4,Price,Exotic,Online,Premium,Low (Not very concerned),Social (eg. Parties),100-150,18-25,2.5,,0
18843,R18838,M,Metro,Entrepreneur,<10L,0-2 times,Newcomer,Medium (500 ml),above 4,Availability,Traditional,Online,Premium,High (Very health-conscious),Casual (eg. At home),200-250,26-35,2.0,2.5,0
18844,R18839,F,Urban,Student,None,3-4 times,Established,Small (250 ml),2 to 4,Price,Traditional,Retail Store,Premium,Low (Not very concerned),"Active (eg. Sports, gym)",100-150,18-25,2.0,,0
18845,R18840,M,Urban,Working Professional,16L - 25L,3-4 times,Newcomer,Medium (500 ml),above 4,Brand Reputation,Exotic,Online,Simple,Medium (Moderately health-conscious),Social (eg. Parties),200-250,46-55,2.5,3.0,0
18846,R18841,M,Urban,Student,None,0-2 times,Established,Small (250 ml),0 to 1,Price,Exotic,Retail Store,Eco-Friendly,Medium (Moderately health-conscious),"Active (eg. Sports, gym)",50-100,18-25,1.0,,0
18847,R18842,F,Rural,Working Professional,26L - 35L,5-7 times,Newcomer,Small (250 ml),0 to 1,Availability,Traditional,Retail Store,Simple,High (Very health-conscious),Casual (eg. At home),200-250,36-45,2.0,2.5,0
18848,R18843,M,Metro,Entrepreneur,16L - 25L,3-4 times,Established,Medium (500 ml),above 4,Quality,Traditional,Online,Simple,High (Very health-conscious),Social (eg. Parties),200-250,26-35,2.5,3.5,0
18849,R18844,F,Rural,Working Professional,26L - 35L,5-7 times,Newcomer,Small (250 ml),above 4,Price,Traditional,Online,Premium,High (Very health-conscious),Casual (eg. At home),200-250,36-45,3.0,2.5,1
18850,R18845,M,Urban,Working Professional,<10L,3-4 times,Established,Large (1 L),2 to 4,Availability,Traditional,Online,Premium,Medium (Moderately health-conscious),"Active (eg. Sports, gym)",100-150,18-25,2.0,2.0,0
18851,R18846,M,Urban,Working Professional,<10L,0-2 times,Established,Medium (500 ml),0 to 1,Price,Traditional,Online,Eco-Friendly,Medium (Moderately health-conscious),Casual (eg. At home),100-150,36-45,1.0,2.0,0
18852,R18847,M,Urban,Working Professional,10L - 15L,5-7 times,Established,Medium (500 ml),2 to 4,Price,Traditional,Retail Store,Simple,Medium (Moderately health-conscious),"Active (eg. Sports, gym)",150-200,36-45,2.5,2.5,0
