respondent_id,age,gender,zone,occupation,income_levels,consume_frequency(weekly),current_brand,preferable_consumption_size,awareness_of_other_brands,reasons_for_choosing_brands,flavor_preference,purchase_channel,packaging_preference,health_concerns,typical_consumption_situations,price_range
r19870,18,m,metro,entrepreneur,10l - 15l,5-7 times,established,medium (500 ml),above 4,availability,traditional,online,simple,high (very health-conscious),social (eg. parties),200-250
r19871,43,f,semi-urban,working professional,16l - 25l,0-2 times,newcomer,medium (500 ml),0 to 1,availability,exotic,retail store,premium,medium (moderately health-conscious),casual (eg. at home),150-200
r19872,29,m,metro,entrepreneur,26l - 35l,5-7 times,newcomer,large (1 l),2 to 4,brand reputation,traditional,online,premium,medium (moderately health-conscious),"active (eg. sports, gym)",200-250
r19873,43,f,metro,working professional,10l - 15l,0-2 times,newcomer,large (1 l),above 4,availability,traditional,online,simple,high (very health-conscious),casual (eg. at home),150-200
r19874,67,f,metro,retired,10l - 15l,5-7 times,newcomer,medium (500 ml),0 to 1,price,exotic,online,simple,low (not very concerned),"active (eg. sports, gym)",150-200
r19875,34,m,semi-urban,working professional,16l - 25l,0-2 times,established,medium (500 ml),0 to 1,quality,traditional,retail store,simple,low (not very concerned),casual (eg. at home),50-100
r19876,44,f,rural,working professional,> 35l,5-7 times,established,small (250 ml),0 to 1,quality,traditional,retail store,premium,medium (moderately health-conscious),casual (eg. at home),200-250
r19877,42,m,semi-urban,working professional,26l - 35l,5-7 times,established,large (1 l),0 to 1,brand reputation,traditional,retail store,simple,medium (moderately health-conscious),casual (eg. at home),150-200
r19878,51,f,urban,working professional,> 35l,0-2 times,established,medium (500 ml),above 4,brand reputation,traditional,online,premium,medium (moderately health-conscious),casual (eg. at home),200-250
r19879,21,m,urban,student,none,3-4 times,established,medium (500 ml),2 to 4,price,exotic,online,eco-friendly,medium (moderately health-conscious),"active (eg. sports, gym)",100-150
r19880,34,f,semi-urban,working professional,26l - 35l,3-4 times,newcomer,medium (500 ml),0 to 1,price,traditional,online,premium,high (very health-conscious),"active (eg. sports, gym)",200-250
r19881,44,f,metro,working professional,10l - 15l,0-2 times,newcomer,small (250 ml),above 4,availability,exotic,retail store,eco-friendly,medium (moderately health-conscious),casual (eg. at home),150-200
r19882,31,f,metro,working professional,16l - 25l,3-4 times,newcomer,medium (500 ml),2 to 4,quality,traditional,online,premium,high (very health-conscious),"active (eg. sports, gym)",200-250
r19883,24,m,semi-urban,student,none,0-2 times,established,medium (500 ml),2 to 4,price,exotic,online,premium,high (very health-conscious),casual (eg. at home),100-150
r19884,18,m,metro,working professional,<10l,3-4 times,established,small (250 ml),2 to 4,price,exotic,retail store,simple,medium (moderately health-conscious),social (eg. parties),150-200
r19885,49,m,semi-urban,working professional,16l - 25l,0-2 times,established,small (250 ml),0 to 1,brand reputation,exotic,online,simple,medium (moderately health-conscious),"active (eg. sports, gym)",100-150
r19886,18,m,metro,student,none,0-2 times,established,medium (500 ml),0 to 1,price,exotic,online,simple,medium (moderately health-conscious),"active (eg. sports, gym)",50-100
r19887,25,f,metro,student,none,3-4 times,newcomer,small (250 ml),0 to 1,availability,traditional,online,simple,high (very health-conscious),casual (eg. at home),100-150
r19888,32,m,metro,student,none,5-7 times,established,large (1 l),0 to 1,availability,traditional,online,premium,low (not very concerned),social (eg. parties),100-150
r19889,33,f,urban,student,none,3-4 times,newcomer,medium (500 ml),above 4,price,exotic,retail store,simple,low (not very concerned),social (eg. parties),100-150
r19890,28,m,metro,working professional,> 35l,5-7 times,newcomer,medium (500 ml),2 to 4,quality,exotic,online,premium,high (very health-conscious),social (eg. parties),200-250
r19891,35,m,metro,working professional,26l - 35l,0-2 times,newcomer,small (250 ml),2 to 4,brand reputation,traditional,online,premium,high (very health-conscious),"active (eg. sports, gym)",200-250
r19892,24,m,urban,student,none,3-4 times,newcomer,medium (500 ml),0 to 1,availability,traditional,online,simple,medium (moderately health-conscious),"active (eg. sports, gym)",50-100
r19893,45,m,urban,entrepreneur,16l - 25l,5-7 times,newcomer,large (1 l),2 to 4,brand reputation,exotic,retail store,premium,medium (moderately health-conscious),"active (eg. sports, gym)",200-250
r19894,65,m,metro,retired,<10l,3-4 times,established,medium (500 ml),0 to 1,availability,traditional,retail store,premium,high (very health-conscious),"active (eg. sports, gym)",150-200
r19895,28,m,metro,working professional,16l - 25l,3-4 times,newcomer,small (250 ml),0 to 1,brand reputation,exotic,retail store,simple,high (very health-conscious),"active (eg. sports, gym)",150-200
r19896,31,m,metro,working professional,16l - 25l,3-4 times,established,large (1 l),above 4,brand reputation,exotic,online,premium,medium (moderately health-conscious),social (eg. parties),200-250
r19897,52,f,urban,working professional,> 35l,0-2 times,established,small (250 ml),0 to 1,quality,traditional,online,premium,medium (moderately health-conscious),casual (eg. at home),200-250
r19898,26,m,urban,entrepreneur,16l - 25l,5-7 times,newcomer,small (250 ml),2 to 4,brand reputation,exotic,retail store,premium,low (not very concerned),"active (eg. sports, gym)",200-250
r19899,29,m,metro,working professional,26l - 35l,5-7 times,established,medium (500 ml),2 to 4,quality,exotic,online,eco-friendly,medium (moderately health-conscious),casual (eg. at home),200-250
r19900,36,m,urban,working professional,16l - 25l,3-4 times,established,medium (500 ml),0 to 1,quality,traditional,retail store,premium,medium (moderately health-conscious),social (eg. parties),150-200
r19901,34,m,metro,working professional,10l - 15l,0-2 times,established,small (250 ml),2 to 4,availability,exotic,retail store,simple,high (very health-conscious),social (eg. parties),150-200
r19902,26,m,semi-urban,working professional,16l - 25l,5-7 times,newcomer,small (250 ml),2 to 4,availability,traditional,retail store,simple,medium (moderately health-conscious),"active (eg. sports, gym)",150-200
r19903,42,f,metro,entrepreneur,16l - 25l,0-2 times,established,medium (500 ml),0 to 1,quality,exotic,online,premium,high (very health-conscious),casual (eg. at home),200-250
r19904,63,f,urban,retired,<10l,5-7 times,newcomer,medium (500 ml),2 to 4,price,exotic,retail store,premium,medium (moderately health-conscious),social (eg. parties),150-200
r19905,54,f,rural,working professional,10l - 15l,0-2 times,newcomer,large (1 l),0 to 1,price,traditional,retail store,premium,low (not very concerned),casual (eg. at home),100-150
r19906,20,m,metro,working professional,<10l,0-2 times,newcomer,large (1 l),above 4,price,traditional,online,simple,medium (moderately health-conscious),social (eg. parties),150-200
r19907,47,m,metro,working professional,> 35l,3-4 times,established,medium (500 ml),above 4,brand reputation,exotic,retail store,premium,high (very health-conscious),"active (eg. sports, gym)",200-250
r19908,34,m,metro,working professional,10l - 15l,3-4 times,newcomer,small (250 ml),above 4,price,traditional,online,eco-friendly,high (very health-conscious),social (eg. parties),200-250
r19909,51,m,semi-urban,working professional,26l - 35l,5-7 times,newcomer,small (250 ml),0 to 1,price,exotic,online,premium,high (very health-conscious),casual (eg. at home),200-250
r19910,25,m,urban,entrepreneur,26l - 35l,5-7 times,newcomer,large (1 l),above 4,brand reputation,exotic,retail store,eco-friendly,medium (moderately health-conscious),"active (eg. sports, gym)",200-250
r19911,42,m,metro,working professional,16l - 25l,0-2 times,newcomer,medium (500 ml),above 4,brand reputation,exotic,online,simple,high (very health-conscious),casual (eg. at home),200-250
r19912,31,f,metro,working professional,26l - 35l,3-4 times,newcomer,large (1 l),2 to 4,availability,exotic,online,simple,medium (moderately health-conscious),"active (eg. sports, gym)",200-250
r19913,39,m,rural,entrepreneur,16l - 25l,5-7 times,newcomer,large (1 l),0 to 1,availability,traditional,retail store,premium,medium (moderately health-conscious),"active (eg. sports, gym)",150-200
r19914,51,f,urban,working professional,> 35l,3-4 times,established,medium (500 ml),2 to 4,brand reputation,exotic,online,eco-friendly,high (very health-conscious),social (eg. parties),200-250
r19915,45,f,rural,working professional,> 35l,0-2 times,established,medium (500 ml),2 to 4,brand reputation,exotic,online,simple,high (very health-conscious),social (eg. parties),200-250
r19916,25,m,urban,student,none,3-4 times,established,small (250 ml),0 to 1,price,traditional,online,eco-friendly,low (not very concerned),casual (eg. at home),50-100
r19917,52,m,metro,entrepreneur,<10l,5-7 times,established,small (250 ml),0 to 1,price,exotic,online,premium,high (very health-conscious),"active (eg. sports, gym)",200-250
r19918,48,m,urban,working professional,> 35l,3-4 times,established,medium (500 ml),above 4,brand reputation,traditional,online,premium,high (very health-conscious),casual (eg. at home),200-250
r19919,18,f,semi-urban,student,none,0-2 times,newcomer,small (250 ml),2 to 4,price,exotic,online,simple,low (not very concerned),social (eg. parties),50-100
r19920,22,m,semi-urban,working professional,16l - 25l,5-7 times,newcomer,medium (500 ml),0 to 1,availability,traditional,online,premium,low (not very concerned),social (eg. parties),100-150
r19921,43,m,semi-urban,entrepreneur,16l - 25l,0-2 times,established,medium (500 ml),0 to 1,brand reputation,traditional,retail store,simple,low (not very concerned),social (eg. parties),100-150
r19922,18,f,rural,student,none,3-4 times,established,small (250 ml),0 to 1,price,exotic,retail store,premium,low (not very concerned),casual (eg. at home),50-100
r19923,20,m,semi-urban,student,none,3-4 times,established,medium (500 ml),above 4,availability,exotic,retail store,premium,low (not very concerned),casual (eg. at home),50-100
r19924,19,f,urban,working professional,10l - 15l,3-4 times,newcomer,medium (500 ml),above 4,price,traditional,online,premium,medium (moderately health-conscious),"active (eg. sports, gym)",150-200
r19925,24,f,urban,entrepreneur,10l - 15l,3-4 times,established,medium (500 ml),2 to 4,price,traditional,online,simple,high (very health-conscious),"active (eg. sports, gym)",200-250
r19926,32,m,metro,working professional,> 35l,5-7 times,newcomer,large (1 l),2 to 4,brand reputation,exotic,retail store,simple,low (not very concerned),social (eg. parties),200-250
r19927,31,m,urban,working professional,26l - 35l,3-4 times,newcomer,medium (500 ml),above 4,brand reputation,exotic,online,simple,low (not very concerned),"active (eg. sports, gym)",200-250
r19928,35,m,metro,working professional,10l - 15l,3-4 times,established,small (250 ml),2 to 4,price,traditional,online,eco-friendly,medium (moderately health-conscious),casual (eg. at home),150-200
r19929,39,m,rural,working professional,<10l,0-2 times,established,small (250 ml),2 to 4,availability,exotic,online,simple,medium (moderately health-conscious),"active (eg. sports, gym)",100-150
r19930,21,m,semi-urban,working professional,<10l,5-7 times,newcomer,small (250 ml),0 to 1,availability,traditional,retail store,premium,low (not very concerned),social (eg. parties),100-150
r19931,23,m,semi-urban,student,none,5-7 times,newcomer,medium (500 ml),0 to 1,price,traditional,retail store,premium,low (not very concerned),social (eg. parties),50-100
r19932,19,m,metro,working professional,10l - 15l,0-2 times,established,small (250 ml),2 to 4,availability,exotic,online,eco-friendly,medium (moderately health-conscious),"active (eg. sports, gym)",100-150
r19933,24,m,urban,student,none,3-4 times,newcomer,medium (500 ml),0 to 1,price,traditional,retail store,simple,medium (moderately health-conscious),"active (eg. sports, gym)",50-100
r19934,32,f,metro,working professional,26l - 35l,3-4 times,established,small (250 ml),2 to 4,brand reputation,exotic,retail store,simple,high (very health-conscious),"active (eg. sports, gym)",200-250
r19935,34,f,semi-urban,working professional,26l - 35l,3-4 times,newcomer,medium (500 ml),0 to 1,price,exotic,online,simple,high (very health-conscious),casual (eg. at home),200-250
r19936,43,f,semi-urban,working professional,10l - 15l,3-4 times,newcomer,large (1 l),2 to 4,price,exotic,retail store,premium,medium (moderately health-conscious),social (eg. parties),100-150
r19937,20,f,semi-urban,student,none,3-4 times,newcomer,medium (500 ml),0 to 1,price,exotic,online,premium,low (not very concerned),"active (eg. sports, gym)",50-100
r19938,30,m,metro,entrepreneur,10l - 15l,0-2 times,established,large (1 l),above 4,price,traditional,online,simple,high (very health-conscious),social (eg. parties),150-200
r19939,33,f,urban,working professional,16l - 25l,3-4 times,newcomer,large (1 l),2 to 4,price,traditional,online,premium,medium (moderately health-conscious),social (eg. parties),150-200
r19940,37,f,urban,working professional,26l - 35l,0-2 times,established,medium (500 ml),2 to 4,quality,traditional,online,eco-friendly,medium (moderately health-conscious),casual (eg. at home),200-250
r19941,55,f,urban,working professional,16l - 25l,5-7 times,newcomer,medium (500 ml),2 to 4,brand reputation,traditional,retail store,premium,high (very health-conscious),"active (eg. sports, gym)",200-250
